"Products list"
"ref","description","Base imp.","IVA","Total",
"CEIHERB0020","Te blanco- Herbes del Moli- 20 saquitos","2.09","10.00","2.30",
"CEIHERB0021","Te de jazmin- Herbes del Moli- 70 gr","2.42","10.00","2.66",
"CEIHERB0022","Te verde con limon-Herbes del moli- 70 gr","3.00","10.00","3.30",
"CEIHERB0023","Te rojo Pu erh - Herbes del Moli- 70 gr","7.09","10.00","7.80",
"CEIHERB0024","Te english breakfast- Herbes del Moli- 70 gr","2.76","10.00","3.04",
"CEIHERB0025","Te moruno- Herbes del Moli- 40 gr","2.73","10.00","3.00",
"CEIHERB0026","Te negro con canela- Herbes del Moli-70 gr","3.23","10.00","3.55",
"CEIHERB0027","Te Earl Grey- Herbes del Moli- 70 gr","3.73","10.00","4.10",
"CEIHERB0028","Te blanco Pal mun dan- Herbes del Moli- 30 gr","2.32","10.00","2.55",
"CEIHERB0029","Te rooibos- Herbes del Moli- 60 gr","2.93","10.00","3.22",
"CEIHERB0030","Te rooibos a la vainilla- Herbes del Moli- 70 gr","3.23","10.00","3.55",
"CEIHERB0031","Te rooibos aromas citricos- Herbes del Moli- 70 gr","3.05","10.00","3.35",
"CEIHERB0032","Te negro English Breakfast- Herbes del Moli - 70gr","2.64","10.00","2.90",
"CEIHERB0033","Manzanilla Dulce, flor - Herbes del Moli - 30 gr","2.09","10.00","2.30",
"CEIHERB0034","Manzanilla Mahon - Herbes del Moli - 40 gr","2.32","10.00","2.55",
"CEIHERB0035","Te Rojo Pu erh- Herbes del Moli - 20 bolsitas.","2.14","10.00","2.35",
"CEIHERB0070","Te Blanco Imperial Wu Yuan -Herbes del Moli- 25 gr","5.32","10.00","5.85",
"CEIHERB024","Te verde con Frutas silvestres- 70 gr","2.73","21.00","3.30",
"CERBAL0001","Quinoa- Cereales Andinos- 500 gr","4.36","10.00","4.80",
"CERBIO0014","Mijo pelado- Biogra- 500 gr","2.50","4.00","2.60",
"CERBIOG0001","Maiz grano palomitas-Biogra-500g","2.84","4.00","2.95",
"CERBIOG0002","Bolitas de Maiz miel-Biogra-250g","2.36","10.00","2.60",
"CERBIOG0003","Bolitas crujientes de salvado-Biogra-300g","2.18","10.00","2.40",
"CERBIOG0004","Bolitas Maiz chocolate-Biogra-250g","2.95","10.00","3.25",
"CERBIOG0005","Bulgur fino-Biogra-500g","2.36","10.00","2.60",
"CERBIOG0006","Bulgur grueso-Biogra-500g","2.36","10.00","2.60",
"CERBIOG0007","Copos 4 cereales-Biogra-500g","2.00","10.00","2.20",
"CERBIOG0008","Trigo en grano-Biogra-500g","1.68","4.00","1.75",
"CERBIOG0009","Corn Flakes sin azucar-Biogra-250g","2.45","10.00","2.70",
"CERBIOG0010","Arroz hinchado con miel-Biogra-150g","2.41","10.00","2.65",
"CERBIOG0011","Mijo hinchado con miel-Biogra-150g","2.45","10.00","2.70",
"CERBIOG0012","Crispitos de cacao-Biogra-250g","3.09","10.00","3.40",
"CERBIOG0013","Petalos crujientes de Salvado-Biogra-300g","2.14","10.00","2.35",
"CERBIOG0014","Avena en grano - El Granero - 500gr","2.31","4.00","2.40",
"CERBIOG0015","Crispitos de arroz-Biogra_200gr","2.27","10.00","2.50",
"CERECO0001","Quinoa real blanca (sin gluten) - EcoAndes - 500gr","3.80","4.00","3.95",
"CERECO0002","Copos quinoa (sin gluten) - EcoAndes - 250gr","2.91","10.00","3.20",
"CERECO0003","Amaranto hinchado (sin gluten) - EcoAndes - 125gr","1.64","10.00","1.80",
"CERLLUN0001","Cerveza Lluna Blonde (trigo rubia) botella 33cl- Cervezas Lluna","2.02","21.00","2.45",
"CERLLUN0002","Cerveza Lluna bruna(tostada) botella 33cl- Cervezas Lluna","2.02","21.00","2.45",
"CERLLUN0003","Cerveza Lluna negra- botella 33cl- Cervezas Lluna","2.11","21.00","2.55",
"CERLLUN0004","Cerveza eclipse de Lluna- botella 33cl- Cervezas Lluna","2.31","21.00","2.80",
"CERLLUN0005","Cerveza Happy Flower- botella 33cl- Cervezas Lluna","2.11","21.00","2.55",
"CERLLUN0006","Cerveza Lluna Happy Trip - 33 cl- Cervezas Lluna","2.31","21.00","2.80",
"CERLLUN0008","Cerveza Lluna Roja d'Alcoy - 33cl -","1.61","21.00","1.95",
"CERLLUN0009","Cerveza Lluna Blanca d'Agullen","1.61","21.00","1.95",
"CERRINC001","Trigo Sarraceno en grano - Rincon del Segura - 1 kg","4.38","4.00","4.55",
"CERTERR0006","Cerveza de Chufa ANTARA-33 cl-Terra I Xufa","2.44","21.00","2.95",
"CESTAGARB001","Cesta VITALIDAD -fruta y verdura temporada - 5 kilos aprox","15.38","4.00","16.00",
"CESTAGARB002","Cesta VEGETARIANA","31.82","10.00","35.00",
"CESTAGARB003","Cesta MEDITERRANEA","56.32","10.00","61.95",
"CESTAGARB004","Cesta VEGETARIANA con fruta y verdura","36.36","10.00","40.00",
"CESTAGARB005","Cesta MEDITERRANEA con fruta y verdura","59.09","10.00","65.00",
"CESTAGARB006","Cesta NAVIDAD","40.00","10.00","44.00",
"CESTAGARB007","Cesta REGALO","90.91","10.00","100.00",
"CESTALL0001","Para Ellos -Taller Amapola","19.05","21.00","23.05",
"CESTALL0002","Para Deportistas -Taller Amapola","19.05","21.00","23.05",
"CESTALL0003","Cesta para Bebes -Amapola BioCosmetics","36.62","21.00","44.30",
"CESTALL0004","Para Abuela -Taller Amapola","21.97","21.00","26.58",
"CESTALL0005","Para Embarazadas -Taller Amapola","27.85","21.00","33.70",
"CESTALL0006","Para Pies -Taller Amapola","14.65","21.00","17.72",
"CESTALL0007","Para Cuidado Facial -Taller Amapola","26.37","21.00","31.91",
"CESTALL0008","Cesta Rosa Mosqueta -Amapola BioCosmetics","46.20","21.00","55.91",
"CESTALL0009","Para Cuidado Corporal - Taller Amapola","16.13","21.00","19.52",
"CESTALL0010","Cesta Calendula para Piel Sensible- Amapola BioCosmetics","37.49","21.00","45.36",
"CESTALL0011","Agua Floral de Azahar -Taller Amapola - 250 ml","10.95","21.00","13.25",
"CESTALL0012","Agua Floral de Hamamelis- Taller Amapola -250 ml","10.95","21.00","13.25",
"CESTALL0013","Agua Floral de Rosa- Taller Amapola - 250 ml","12.40","21.00","15.00",
"CESTALL0014","Cesta Argan para Piel Seca -Amapola BioCosmetics","56.67","21.00","68.57",
"CEVGUAD0001","Aceituna Alorena - El Guadalhorce Ecologico - Bote 550 gr.","4.64","10.00","5.10",
"CEVGUAD0002","Aceituna Alorena - El Guadalhorce Ecologico - Bote 800 gr..","4.91","10.00","5.40",
"CHOSOL0001","Chocolate negro 73% ECO 25gr- Sole","0.55","10.00","0.60",
"CHOSOL0002","Chocolate Negro con naranja -Sole- 100g","2.09","10.00","2.30",
"CHOSOL0004","Chocolate negro 73% ECO 100gr- Sole","2.36","10.00","2.60",
"CHOSOL0005","Chocolate negro canela ECO- Sole- 100g","2.00","10.00","2.20",
"CHOSOL0006","Chocolate Negro con jengibre- Sole- 100 gr","2.14","10.00","2.35",
"CHOSOL0007","Chocolate negro 73% chili - Sole- 100g","2.36","10.00","2.60",
"CHOSOL0008","Chocolate negro 73% almendra ECO- Sole- 150g","3.77","10.00","4.15",
"CHOSOL0009","Chocolate negro 86% ECO- Sole- 100g","2.45","10.00","2.70",
"CHOSOL0010","Chocolate Negro con Aceite Oliva - Sole - 100 gr","2.36","10.00","2.60",
"CHOSOL0011","Chocolate Negro 73% Endulzado con Agave- Sole -100g","2.41","10.00","2.65",
"CHOSOL0012","Chocolate con leche - Sole- 25g","0.50","10.00","0.55",
"CHOSOL0013","Chocolate con leche - Sole -100 gr","2.00","10.00","2.20",
"CHOSOL0014","Chocolate con leche y nueces -Sole- 100 gr","1.91","10.00","2.10",
"CHOSOL0015","Chocolate yogur fresas ECO 100gr - Sole","2.32","10.00","2.55",
"CHOSOL0016","Chocolate blanco- Sole- 100 gr","1.95","10.00","2.15",
"CHOSOL0017","Turron chocolate con nueces ECO- Sole- 200g","5.23","10.00","5.75",
"CHOSOL0018","Turron chocolate con quinoa ECO- Sole- 200g","6.59","10.00","7.25",
"CHOSOL0019","Turron chocolate con avellana ECO 200g- Sole","5.77","10.00","6.35",
"CHOSOL0020","Turron chocolate con almendra ECO- Sole- 200g","5.68","10.00","6.25",
"CHOSOL0021","Turron chocolate con arandanos ECO- Sole- 200g","5.36","10.00","5.90",
"CHOSOL0022","Desayuno al chocolate ECO- Sole- 200g","2.73","10.00","3.00",
"CHOSOL0024","Cacao puro 500g ECO- Sole","9.55","10.00","10.50",
"CHOSOL0025","Chocolate Negro 56%- Sole- 100 gr","1.95","10.00","2.15",
"CHOSOL0026","Chocolate Negro Frambuesa -Chocolate Sole- 100 gr","3.55","10.00","3.90",
"CHUFTER0002","Chufa (conversion) Granel  5kg - Terra i Xufa -","47.82","10.00","52.60",
"CHUFTER0003","Chufa 500gr - Terra i Xufa -","4.73","10.00","5.20",
"CHUFTERR0001","Chufa saquito 250 gr-Terra I Xufa","5.05","4.00","5.25",
"COL00001","Turron de Jijona- La Colmena - 200gr","6.59","10.00","7.25",
"COL00002","Turron de Alicante - La Colmena - 200gr","6.59","10.00","7.25",
"COL00003","Turron Guirlache con Sesamo- La Colmena - 200gr","6.59","10.00","7.25",
"COL00004","Turron Nieve - La Colmena - 200gr","6.59","10.00","7.25",
"COL00005","Turron a la Piedra- La Colmena - 200gr","6.59","10.00","7.25",
"COMBIOG0001","Psyllium - El granero - 150gr","7.91","10.00","8.70",
"COMBIOG0002","SPRT Deportistas (proteina de guisante, algarroba y canamo) - Supralimento- El Granero - 200gr","7.91","10.00","8.70",
"COMBIOG0003","VRD Verdes de espelta, cebada y alfalfa - Supralimento- El granero - 200gr","15.86","10.00","17.45",
"COMBIOG0004","Maca - El granero - 200gr","7.82","10.00","8.60",
"COMBIOG0005","Detox (chorella y spirulina) - El Granero - 200gr","15.86","10.00","17.45",
"COMBIOG0006","Inmunox (shiitake, maitake, reishi, camu camu) - El Granero - 150gr","19.82","10.00","21.80",
"COMBIOG0007","Colestrol (Chufa y brocoli) - El Granero - 200gr","9.77","10.00","10.75",
"COMBIOG0008","Kale - El Granero - 200gr","15.86","10.00","17.45",
"COMBIOG0009","Moringa - El Granero -150gr","7.91","10.00","8.70",
"COMBIOG0010","Baobab - El Granero - 90 capsulas","9.36","10.00","10.30",
"COMBIOG0011","Cardo mariano - El Granero - 90 capsulas","12.14","10.00","13.35",
"COMBIOG0012","Propolis - El Granero - 90 capsulas","12.09","10.00","13.30",
"COMBIOG0013","Valeriana - El Granero - 90 capsulas","11.23","10.00","12.35",
"COMBIOG0014","Cola de caballo - El Granero - 90 capsulas","9.36","10.00","10.30",
"COMBIOG0015","Alcachofera - El Granero - 120 capsulas","11.23","10.00","12.35",
"COMBIOG0016","Lax transit (Salvado de trigo, psyllium y chia) - El granero - 150gr","3.91","10.00","4.30",
"COMBIOG0017","Genacol colageno - El Granero - 90 capsulas","32.09","10.00","35.30",
"COMBIOG0018","Curcuma+Pimienta -El Granero- 100 + 20 capsulas","18.50","10.00","20.35",
"COMBIOG0019","Panales T0 recien nacido 2-5kg","8.10","21.00","9.80",
"COMJOS0001","Propoleo liquido - Josenea - 31ml","12.95","10.00","14.25",
"COMJOS0002","Propoleo pastillas - Josenea - 50 pastillas","8.68","10.00","9.55",
"COMLUN0001","Salvaslips de tela mini - Red Copa de Luna- 19cm","18.18","10.00","20.00",
"COMLUN0002","Salvaslip 20cm - Red copa de luna - unidad","7.95","10.00","8.75",
"COMLUN0003","Compresa mediana 22cm - Red copa de luna - unidad","11.09","10.00","12.20",
"COMLUN0004","Compresa grande 28cm - Red copa de luna - unidad","13.77","10.00","15.15",
"COMLUN002","Compresa de tela normal_mediana - Red Copa de Luna- 25cm","24.55","10.00","27.00",
"COMLUN003","Compresa de tela noche grande(pack)  - Red Copa de Luna- 30cm","27.27","10.00","30.00",
"COMPAM0001","Cloruro de Magnesio cristalizado - Pamies Vitae - bote 400 gr","7.27","10.00","8.00",
"COMPAM0002","Graviola (Pulverizada 95g)","6.82","10.00","7.50",
"CONDEH0001","Crema de Sobrasada-tarrina 130 gr-Jamones Ecologicos de Jabugo","3.32","10.00","3.65",
"CONFRUB0001","Sobrasada Vegetal- La Frubense- tarro 120 gr","3.73","10.00","4.10",
"CONFRUB0002","Tomate Seco en aceite de oliva- La Frubense- Tarro 150 gr","3.86","10.00","4.25",
"CONFRUB0003","Tomate Semiseco con hierbas aromatica - La Frubense- tarro 150 gr","3.32","10.00","3.65",
"CORARM0001","Cordero lechal ARMUÑA -cuarto- precio kg","25.00","0.00","25.00",
"COSJOS0001","Aceite de hiperico - Irati - 100ml","16.74","21.00","20.25",
"COSJOS0002","Crema panal JOSENEA- Irati - 75ml","8.35","21.00","10.10",
"COSJOS0003","Desodorante salvia y sandalo JOSENEA - Irati - 50ml","6.53","21.00","7.90",
"COSJOS0004","Desodorante rosa damascena (liquido) JOSENEA- Irati - 100ml","9.17","21.00","11.10",
"COSJOS0005","Desodorante salvia y lavanda (liquido) JOSENEA - Irati - 100ml","9.17","21.00","11.10",
"COSJOS0006","Desodorante aloe y hierbabuena JOSENEA-Irati - 50ml","7.52","21.00","9.10",
"COSJOS0007","Champu pelo fino (Manzanilla y calendula) ) JOSENEA-Irati - 250ml","10.87","21.00","13.15",
"COSJOS0008","Champu pelo graso (salvia y rhassoul) JOSENEA- Irati - 250ml","10.87","21.00","13.15",
"COSJOS0009","Champu pelo normal (Ortiga Verde) JOSENEA- Irati - 250ml","10.87","21.00","13.15",
"COSJOS0010","Champu pelo seco (Fucus y Aloe) JOSENEA -Irati- 250ml","10.87","21.00","13.15",
"COSJOS0011","Mascarilla capilar -JOSENEA- Irati - 150ml","11.69","21.00","14.15",
"COSJOS0012","Locion escolar JOSENEA- Irati - 100ml","13.26","21.00","16.05",
"COSJOS0013","Champu infaltil (Calendula) JOSENEA - Irati - 250ml","10.87","21.00","13.15",
"COSJOS0014","EnergiKa - 20 sacos - Josenea -","3.32","10.00","3.65",
"COSJOS0015","ProteK - 20 sacos - Josenea -","3.32","10.00","3.65",
"CPMCUCA0001","Atun claro en aceite de oliva-CUCA- 120 gramos","2.39","10.00","2.63",
"CPMCUCA0002","Bonito del norte en aceite de oliva- CUCA-120 gramos","3.07","10.00","3.38",
"CPMCUCA0003","Sardinas 3 piezas- CUCA- 120 gramos","1.77","10.00","1.95",
"CPMCUCA0004","Chipirones rellenos- CUCA-120 gramos","3.64","10.00","4.01",
"CPMCUCA0005","Filetes caballa en aceite de oliva- CUCA-120 gramos","2.73","10.00","3.01",
"CPMCUCA0006","Ventresca en aceite de oliva- CUCA-120 gramos","3.07","10.00","3.38",
"CPMCUCA0007","Pulpo en aceite de oliva-CUCA- 120 gramos","5.13","10.00","5.64",
"CPMCUCA0008","Anchoas filetes- CUCA- 80 gr","3.55","10.00","3.90",
"CPMPAND0001","Atun al natural- PANDOMAR- 120 gr","2.14","10.00","2.35",
"CPMPAND0002","Atun claro en aceite de oliva- PANDOMAR- 120 gr","2.82","10.00","3.10",
"CPMPAND0003","Filetes de anchoa en aceite de oliva -PANDOMAR- 50 gr","3.36","10.00","3.70",
"CPMPAND0004","Filetes de caballa en aceite de oliva-PANDOMAR- 120 gr","2.55","10.00","2.80",
"CPMPAND0005","Filetes de caballa en salsa de tomate -PANDOMAR- 120 gr","2.55","10.00","2.80",
"CPMPAND0006","Filetes de caballa en salsa marinera -PANDOMAR- 120 gr","2.55","10.00","2.80",
"CPMPAND0007","Filetes de caballa en salsa picante -PANDOMAR- 120 gr","2.55","10.00","2.80",
"CPMPAND0008","Filetes de caballa en salsa de mostaza Dijon -PANDOMAR- 120 gr","2.55","10.00","2.80",
"CPMPAND0009","Mejillon en escabeche -PANDOMAR- 120 gr","3.41","10.00","3.75",
"CPMPAND0010","Sardinas en aceite -PANDOMAR- 120 gr","2.45","10.00","2.70",
"CPMPAND0011","Filetes de ventresca -PANDOMAR- 120 gr","4.91","10.00","5.40",
"CPMPAND0012","Pate de atun con aceitunas -PANDOMAR- 125 gr","2.27","10.00","2.50",
"CPMPAND0013","Pate de caballa con pimientos -PANDOMAR- 125 gr","2.27","10.00","2.50",
"CPMPAND0014","Pate de sardina con perejil -PANDOMAR- 125 gr","2.27","10.00","2.50",
"CPMPAND0015","Lomitos de bonito (atun blanco) en aceite de oliva -PANDOMAR- 220 gr","6.95","10.00","7.65",
"CPMPAND0016","Atun al natural -PANDOMAR- 280 gr lata","4.73","10.00","5.20",
"CPMPAND0017","Atun al  natural-PANDOMAR-525 gr","8.41","10.00","9.25",
"CPMPAND0018","Atun en aceite de oliva -PANDOMAR- 525 gr","10.14","10.00","11.15",
"CPMPAND0019","Mejillon en escabeche -PANDOMAR- 500 gr","10.09","10.00","11.10",
"CPMPAND0020","Sardinas en aceite de oliva -PANDOMAR- 525 gr","7.36","10.00","8.10",
"CPMPAND0021","Pate de mejillones - Pandomar - 125 gr","2.68","10.00","2.95",
"CPMPAND0022","Atun en escabeche Pandomar-120gr","2.64","10.00","2.90",
"CPMPAND0023","Tentaculos de calamar en aceite de oliva Pandomar- 120 gr","2.05","10.00","2.25",
"CPMPAND0024","Tentaculos de calamar en salsa gallega Pandomar-120 gr","2.05","10.00","2.25",
"CPMPAND0025","Pate de algas Pandomar 125 gr","2.68","10.00","2.95",
"CPMPAND0026","Ensalada de vegetales con atun Pandomar-250 gr","2.77","10.00","3.05",
"CPMPAND0027","Ensalada de vegetales y mejillones-Pandomar- 250gr","3.27","10.00","3.60",
"CPMPAND0028","Lomos de atun claro en su propio jugo - Pandomar - 220gr","5.41","10.00","5.95",
"CPMPAND0029","Filete de caballa en aceite de oliva - Pandomar - 220 gr","5.23","10.00","5.75",
"CPMPAND0030","Sardinas fritas en aceite de oliva - Pandomar - 220gr","4.86","10.00","5.35",
"CREBIOG0001","Balsamo de tigre blanco - El Granero - 18","7.60","21.00","9.20",
"CREBIOG0002","Balsamo de tigre rojo - El Granero - 18gr","7.60","21.00","9.20",
"CREHOR0001","Crema de Cacao y Avellanas 200gr NaturGreen","4.64","10.00","5.10",
"CRMBIOG0001","Crema de Arroz para cocinar 3x20cl - Sojade - El Granero -","4.55","10.00","5.00",
"CRMBIOG0002","Crema de Arroz para cocinar 20cl - El Granero -","1.55","10.00","1.70",
"CTOBIOP0001","Ketchup- Bioprasad- lata 300gr","2.82","10.00","3.10",
"CTOBIOP0009","Tomate entero pelado- Bioprasad- lata 390 gr","1.95","10.00","2.14",
"CTOCACH0001","Tomate triturado Cachopo- 720 gr","2.82","10.00","3.10",
"CTOCACH0002","Pisto manchego Cachopo- 330 gr","3.64","10.00","4.00",
"CTOCACH0004","Tomate frito Cachopo- 330 gr","3.50","10.00","3.85",
"CTOCACH0005","Tomate frito con cebolla Cachopo- 330 gr","3.59","10.00","3.95",
"CTOCACH003","Pisto de calabacin- Cachopo- 330 gr","3.64","10.00","4.00",
"CTOCAH0006","Tomate Triturado- Cachopo- 400 gr.","1.82","10.00","2.00",
"CTOEKO0009","Conserva Tomate Frito a la Navarra- Gumendi- 340 gr","2.82","10.00","3.10",
"CTOEKOL0006","Tomate entero pelado- Gumendi- 660g","2.45","10.00","2.70",
"CTOEKOL0007","Salsa de tomate frito- Gumendi- 315 gr","2.05","10.00","2.25",
"CTOEKOL0008","Tomate triturado- Gumendi-660gr","2.45","10.00","2.70",
"CURCBIO00011","Curcuma Ayurveda 100gr - El Granero -","6.20","10.00","6.82",
"CVEBIOR0001","Aceituna empeltre -Mas de Catxol - bolsa vacio 1 kilo","5.27","10.00","5.80",
"CVEBIOR0002","Aceituna empeltre - Mas de Catxol - Bolsa al vacio 250 gr","1.55","10.00","1.70",
"CVEBIOR0003","Pate de oliva negra - Mas de Catxol - 220 gr","3.91","10.00","4.30",
"CVEBIOR0004","Pate de Oliva Negra -Mas de Catxol -120 gr","2.59","10.00","2.85",
"CVECACH0001","Garbanzos cocidos Cachopo- 700 gr","2.91","10.00","3.20",
"CVECACH0002","Alubias cocidas Cachopo- 700 gr","4.00","10.00","4.40",
"CVECACH0003","Lentejas estofadas- Cachopo- 720 gr","5.09","10.00","5.60",
"CVECACH0004","Garbanzos estofados- Cachopo- 720 gr.","3.27","10.00","3.60",
"CVECACH0005","Cocido madrileno- Cachopo- 720 gr","5.73","10.00","6.30",
"CVECACH0007","Alubias estofadas- Cachopo- 720 gr.","5.09","10.00","5.60",
"CVEGUME0006","Conserva de Acelga al natural - Ekolo-  660 gr","1.91","10.00","2.10",
"CVEGUME0008","Aceituna negra al natural- Ekolo- bote 320 gr","1.87","10.00","2.06",
"CVEGUME0009","Aceitunas empeltre- Ekolo- bote 320 gr","1.87","10.00","2.06",
"CVEGUME0010","Conserva de Borraja- Gumendi- bote 660gr","4.14","10.00","4.55",
"CVEGUME0011","Conserva de cardo al natural - Gumendi- bote 660 gr","2.91","10.00","3.20",
"CVEGUME0012","Champinon laminado -Gumendi- bote 218 gr","4.27","10.00","4.70",
"CVEGUME0013","Esparragos blancos- Ekolo- bote 340 gr","7.01","10.00","7.71",
"CVEGUME0014","Conserva de espinacas- Gumendi- bote 408 gr","3.27","10.00","3.60",
"CVEGUME0015","Conserva de Judias al natural  - Gumendi- 660 gr","2.95","10.00","3.25",
"CVEGUME0016","Pimiento piquillo rojo tiras - Gumendi- bote 185 gr","3.36","10.00","3.70",
"CVEGUME0017","Pimiento piquillo verde tiras - Ekolo- bote  215 gr","3.21","10.00","3.53",
"CVEGUME0018","Pimiento morron extra tiras - Gumendi- bote 215 gr","3.15","10.00","3.47",
"CVEGUME0019","Puerro extra - Ekolo- bote 660 gr","4.17","10.00","4.59",
"CVEGUME0020","Remolacha roja rallada- Gumendi- bote 345 gr","1.95","10.00","2.15",
"CVEGUME0021","Bote de seta shiitake- Gumendi- 240 gr","5.06","10.00","5.57",
"CVEGUME0022","Pate tofu-ajillo - Ahimsa- 125 gr","3.02","10.00","3.32",
"CVEGUME0023","DESCATALOGADO Pate tofu-champinones - Ahimsa-  125 gr","3.02","10.00","3.32",
"CVEGUME0024","Pate de tofu-mijo - Ahimsa- 125gr","3.02","10.00","3.32",
"CVEGUME0025","DESCATALOGADO Pate tofu-olivas negras - Ahimsa- 125 gr","3.02","10.00","3.32",
"CVEGUME0026","DESCATALOGADOS Pate tofu-pimiento asados - Ahimsa-  125 gr","3.02","10.00","3.32",
"CVEGUME0027","Aceituna Manzanilla Especias -Gumendi- bote 350 gr","1.91","10.00","2.10",
"CVEGUME0028","Aceituna Picolimon - Gumendi- bote 350 gr","2.36","10.00","2.60",
"CVEGUME0029","Aceituna negra al natural -Marchenica - bote 200 gr","2.01","10.00","2.22",
"CVEGUME0030","Conserva de champinon laminado- Ekolo - bote 350 gr","4.30","10.00","4.73",
"CVEGUME0031","Compota de Manzana -Gumendi - bote 720 gr","2.45","10.00","2.70",
"CVEGUME0032","Menestra de Verdura -Gumendi- bote 380 gr.","4.36","10.00","4.80",
"CVEGUME0033","Macedonia de Verduras -Gumendi -660 gramos","2.74","10.00","3.01",
"CVEGUME0037","Brotes de ajo- Gumendi- 240 gr","2.23","10.00","2.45",
"CVEGUME0038","Conserva de Guisantes- Gumendi- 245 gr","2.55","10.00","2.80",
"CVEGUME0039","Pimiento piquillo entero extra- Gumendi- 215 gr","4.91","10.00","5.40",
"CVEGUME0040","Remolacha roja- Gumendi- bote 240 gr.","2.14","10.00","2.35",
"CVEGUME0041","Mermelada kiwi- Gumendi- bote 280 gr","3.36","10.00","3.70",
"CVEGUME0042","Conserva de alubias blancas con verduras-Gumendi-720 gr","2.73","10.00","3.00",
